       id  redshift  xray_boxcar_2to7keV  xray_boxcar_2to7keV_err  cfht.megacam.u      cfht.megacam.u_err  cfht.megacam.g      cfht.megacam.g_err  cfht.megacam.r      cfht.megacam.r_err  cfht.megacam.inew   cfht.megacam.inew_err  cfht.megacam.z      cfht.megacam.z_err   WFCAM_Y             WFCAM_Y_err   WFCAM_J            WFCAM_J_err   WFCAM_K            WFCAM_K_err       N2                N2_err      N3                 N3_err      N4                N4_err      S7                 S7_err     S9W               S9W_err     S11               S11_err     L15               L15_err    L18W              L18W_err    L24              L24_err  PACS_green      PACS_green_err  PACS_red        PACS_red_err 
 61017533       0.5            1.192e-06    3.052370226561647e-07       0.0002765   6.570146497605665e-05       0.0005669   9.626316065868604e-05        0.002445   0.0003924656035883909           0.002682   0.0004306973879651466        0.006072   0.0010316238849503244   0.00663   0.0013101408321245468   0.01032   0.002031630871984377   0.01952   0.003413254165748575   0.0246  0.004807130120976548  0.0335  0.0057879961990312334    0.03  0.005104595968340687  0.0176   0.007382851752541155  0.0293  0.013618916990715524  0.0462  0.013985149266275278  0.0468  0.059683769988163445  0.0977  0.025081126370241028  0.141  0.08655616673582536         nan                 nan       nan                 nan 
 61017726       0.3            4.428e-07   1.5544040144055213e-07        0.006392   0.0009583176091463623         0.03144    0.004486060186845469         0.07661    0.010925887652726438             0.1149    0.016398478587966628          0.1768     0.02523058461470919    0.2021    0.030095416594558052    0.2895    0.04307798161474142    0.4814     0.0715992988792488    0.558   0.08259812346536693   0.397    0.06008410771576791    0.32  0.047202648230793155   0.445     0.0652345000747304   0.855   0.12392070044992484    1.08    0.1548709139896837    1.28   0.18315294155431958    1.49   0.22231958978011812   1.84  0.29065615424415153       24.09   3.500697216269925     29.96   4.531668125536115 
 61017850       1.3            5.783e-07   1.2074894989191417e-07       0.0005516  0.00010873047226973678             nan                     nan        0.001661   0.0002538763675492463           0.002835  0.00043353921391265174        0.007505   0.0012051967681669248   0.01003    0.001863037573426795   0.01174  0.0023104925881724876    0.0239   0.003970012594438461   0.0774  0.011674553524653523  0.0971   0.014375120869057068  0.0984  0.014758915949350752     nan                    nan  0.0658  0.012222372928363789  0.0727  0.016489175237106312   0.283   0.05832572331313174    0.35   0.05474860728822241   0.32   0.1769180601295413         nan                 nan       nan                 nan 
 61018288       0.9            7.537e-07   1.6519575327471345e-07       0.0004302   9.030548377590368e-05       0.0003958   6.353476528641622e-05       0.0004834   9.304303090506026e-05            0.00093  0.00017904747973652128         0.00119   0.0003536240942017385  0.003886   0.0009237174676274126   0.01022  0.0020179405343071933   0.02007   0.003510334599436356   0.0406  0.006581489193184169  0.0639   0.009634116461824613  0.0784  0.012041810495104131  0.0948   0.015292821845558786   0.117  0.019340372281835737   0.136   0.02680615600939456   0.252   0.05385907537267977   0.315  0.050210158334743384  0.397   0.0815201202158093         nan                 nan       nan                 nan 
 61018368       1.0            6.644e-07   1.8625325124679033e-07       0.0005723    0.000112796776992962             nan                     nan             nan                     nan           0.004534   0.0006523285675179342        0.008617   0.0013177768741330985   0.01206   0.0020036057496423793   0.01264  0.0023406400833959925     0.033   0.005239742360078404      nan                   nan  0.0351   0.006340228702499619   0.042  0.006778082324669714  0.0357   0.008423882715232922   0.102  0.016602710622064098   0.173   0.02846137733842127   0.235   0.03930012722625717   0.211  0.040953876495394184  0.336  0.07522134005719387       16.82  2.5151588419024358     28.72   4.299812088917375 
 61018533       1.1            5.074e-07   1.6024527325322267e-07        0.002176  0.00032618822786851154        0.003922   0.0005637781833309976        0.005203   0.0007484357621065418           0.007055   0.0010144807785266313         0.01257    0.001851931154227932   0.01299   0.0020609223663204785    0.0165  0.0027420065645435646   0.03754    0.00575344383825896      nan                   nan   0.124    0.01825705343148231   0.102  0.015222680447279974   0.135    0.02070603776679643   0.188  0.028410033438910274   0.249  0.038375122149642726   0.405   0.06143850584120678   0.508   0.07590520403766793  0.586  0.14168613199604257       4.677  0.9710531859790174       nan                 nan 
 61019149       1.4            2.287e-07    8.570762451497532e-08        0.001287  0.00019688750595200298        0.002058  0.00029618008035652905        0.003135   0.0004508417127995146            0.00441   0.0006496229675742692        0.007787   0.0011908713994382434  0.007405    0.001293035285674757   0.01013   0.002126750808157834   0.02927   0.004647518585223732    0.043  0.006902897942168927  0.0711   0.010658128353514982  0.0927  0.014006530619678808   0.123   0.024769739602991385   0.135  0.020858091954922435    0.16  0.026800186566514794   0.616   0.09994123273204109   0.612    0.0907438152162449   0.47  0.08944389302797592       8.286  1.3297285286854608     24.33   3.925033630429171 
 61019163       1.0            3.518e-07   1.0196137700129398e-07       0.0007205  0.00013401568005274607        0.001373   0.0002100768668844811        0.003804   0.0005600224638351573            0.01068   0.0015331744845254896         0.02462   0.0036245060353101914   0.03886     0.00616807068701389   0.05219   0.008281476981794975   0.09874    0.01515737035240612    0.164  0.023983536019528063    0.21    0.03063151971417677   0.178   0.02625509474368737   0.086   0.014200352108310554  0.0992  0.016273180389831606     nan                   nan   0.155  0.029841246622753545   0.157  0.030973859946735734   0.47   0.1196202324023825         nan                 nan       nan                 nan 
 61019775       0.8            9.085e-07   2.2057815508340803e-07        0.005619   0.0008419386022745364         0.01163   0.0016567947971912514         0.01907     0.00272033986847232            0.03471    0.004950630363903167         0.05192    0.007469522340819392   0.06569    0.009842797417401213   0.08426   0.012909139243187363    0.1748   0.026187791048501975     0.22  0.032557641192199414   0.302   0.044000454543106714   0.285   0.04337672186784059   0.334    0.05413243020593109   0.415   0.06012071190529933    0.58   0.08395528571805351   0.805   0.12821969427509958   0.937    0.1570213042870298   1.23  0.18635718392377582         nan                 nan       nan                 nan 
 61019897       0.9            2.486e-07    9.877944927969583e-08        0.005723   0.0008578160000839341          0.0107   0.0015274161188098025         0.01356   0.0019490346328374978            0.02336   0.0033563366934799615         0.03625    0.005215661511256266   0.03995    0.006337698714833327   0.04984  0.0076396567985741355   0.09257   0.014148570563841422    0.115  0.016985287751463032   0.142   0.020800961516237657   0.114  0.019809088823063013   0.101     0.0162265215003093   0.116  0.025047954008261833   0.174   0.02852227199926401   0.331  0.061640976630809474   0.305   0.05899576255969576  0.409  0.12299922763985147         nan                 nan       nan                 nan 
 61019923       0.5            3.747e-07   1.2000000374999995e-07       0.0006451   0.0001071064428500919        0.003232  0.00046477332109319704        0.009644   0.0013871107958631135            0.01788   0.0025728280160166165         0.02651    0.003812532098225535    0.0303    0.004539306114374752   0.03578   0.005479469317370068   0.06464   0.009908753503846991      nan                   nan   0.113   0.018541305239923107  0.0704  0.010724257550059119  0.0355   0.008406360687003622  0.0403   0.02118680957577143  0.0406  0.013523816029508832     nan                   nan     nan                   nan    nan                  nan         nan                 nan       nan                 nan 
 61019961       0.4             4.48e-07   1.5846463327821763e-07        0.007205   0.0010796000416821037         0.02116     0.00301661333286187           0.053    0.007559239379725979            0.07525    0.010730709436006548          0.1179    0.016822725700670508    0.1347     0.02016037946071452    0.1681    0.02521935962708015    0.2796   0.041895126208187985      0.3  0.044156086783137836   0.242    0.03530056656769123   0.168  0.024768528418135784  0.0999   0.016794347263290703   0.203  0.030082054451117533    0.27   0.04118507011041744   0.237   0.03958004547748777   0.327   0.05174263232577175  0.402  0.08211333631024866         nan                 nan       nan                 nan 
 61020007       1.9            2.533e-07    8.658781034302692e-08        0.004674   0.0007006759307982543        0.007683   0.0010955573421779436        0.007249   0.0010423439979200726           0.007252   0.0010425526557445433        0.009624   0.0014169734507039997  0.009852   0.0016391214232020764   0.01041  0.0021840515103815662   0.01243   0.002774067230620051   0.0106  0.002956552045880471     nan                    nan  0.0134  0.003041134656670105     nan                    nan  0.0723  0.016381785616958855     nan                   nan  0.0529   0.02030133246858442    0.21   0.03711280102606108   0.36  0.07764946876830517         nan                 nan       nan                 nan 
 61020367       1.3            8.398e-07    1.798155732966419e-07        0.003996    0.000598828990614182         0.00645   0.0009199788041036597        0.008096    0.001164483215851564            0.01108   0.0015897370851810687         0.02048     0.00294766076745612   0.02475    0.003789792210662743   0.03611   0.005531312773655094   0.06584   0.010085566716848389      0.1  0.014866068747318507   0.133    0.02012212712413874   0.114   0.02198635940759634  0.0778    0.01314870335812623  0.0885  0.014910482889564643   0.104  0.019928873525616043   0.204   0.04588431104419025   0.238  0.040525053978989346  0.308  0.07247068372797376         nan                 nan       nan                 nan 
 61020395       1.4            4.939e-07   1.6363181872728787e-07       0.0009325   0.0001480559438185445         0.00186  0.00026732003291934556        0.002314  0.00034065519223989526           0.003051   0.0004494285371446722        0.005098   0.0008182273767113883  0.005464   0.0010769108412491725  0.008349  0.0015450106828109637   0.01388   0.002426240713531945      nan                   nan  0.0337   0.009872958016724269  0.0267  0.010186157273476588  0.0234   0.007323878753775215     nan                   nan     nan                   nan     nan                   nan  0.0744  0.023034617426820874    nan                  nan         nan                 nan       nan                 nan 
 61020515       1.3            3.179e-07   1.2220721787194077e-07             nan                     nan             nan                     nan       0.0004449   9.753768553743727e-05           0.001249  0.00024005209851196886        0.004868   0.0008790894379982051  0.006102   0.0015455562235001353  0.008196   0.001613643132789899   0.03037  0.0048177763542945826   0.0674   0.01124400284596193  0.0959     0.0143686499017827   0.101  0.015081445554057476  0.0733   0.019527900552798808  0.0527  0.010759056650097163  0.0608  0.015355012211001332   0.176  0.032229799875270713   0.235   0.04682413907377262    nan                  nan         nan                 nan       nan                 nan 
 61021164       1.2            2.317e-07     8.38642289656323e-08        0.001411  0.00021634511780948512        0.001605  0.00023090311821194622        0.001821  0.00026827115014477427           0.002016  0.00030810965580455285        0.002853   0.0005152058714727541  0.002948   0.0006586562381090762  0.003145   0.000944876314657109  0.008365  0.0016480692491518676   0.0217  0.004143645737753168     nan                    nan     nan                   nan  0.0271  0.0076276470815055415  0.0271   0.03281210294997869   0.036  0.013104197800704934   0.107   0.06370502334981128   0.232  0.039687277558431745  0.277  0.15253619242658445         nan                 nan       nan                 nan 
 61021385       0.3             1.46e-06   2.2637358503146962e-07        0.004071   0.0006097921039173924         0.01478   0.0021058214549196713         0.03194      0.0045567681529786            0.04451    0.006350771685393831         0.06597     0.00940980919041401   0.07071    0.010594863897190939    0.1004   0.015041329728451538    0.1847    0.02766768692897908    0.234  0.036260860442079976   0.273    0.03975550276376844   0.345   0.05066221471668999   0.716    0.10253838305727277    1.16    0.1647573974060042    1.52    0.2214158982548453    1.84   0.26956446353330776    2.25    0.3260690111004111   3.25   0.4747009584991377       17.86   2.659078035710874       nan                 nan 
 61021590       0.4            3.754e-06   4.4992128200386346e-07        0.001241  0.00019009684374023678        0.006879   0.0009893065298480547         0.02335   0.0033270294558359415            0.03737    0.005329649988507689         0.05799     0.00833717584077486   0.06216    0.009316772831833993   0.08426   0.012631135182555842    0.1654   0.024815753061311677     0.21  0.030558795787792425   0.233    0.03395555919139015   0.229   0.03368233958619858   0.262    0.03900833244321013    0.32   0.04625537806569091   0.379   0.06962018385497125   0.541   0.07990150186323158   0.763   0.11098671091621735   1.35   0.2025487595617411       6.911  1.3245826550276127       nan                 nan 
 61021818       1.4            8.837e-07   2.1773896504760004e-07         0.01591    0.002365117544647623          0.0204    0.002906286290096005         0.01838   0.0026220495800041614            0.02016   0.0028751966889240814         0.02675    0.003843595322091024   0.02664    0.004079827937548347   0.02521   0.004003441144815295   0.03685   0.005847292108318174   0.0736  0.011138186566941675  0.0731   0.012186000164122763  0.0678  0.010357475561158713    0.09   0.024233241632105267  0.0698  0.012691745348847809  0.0903   0.02285915352763527   0.158  0.046468591543105765   0.113   0.02643671689147501  0.143  0.05886340119293142         nan                 nan       nan                 nan 
 61021971       1.2            1.158e-06   1.8870781647827945e-07             nan                     nan             nan                     nan             nan                     nan             0.0116   0.0016690116836020053         0.02827    0.004165996759480256       nan                     nan       nan                    nan   0.06706    0.01027883923407697   0.0855  0.012810702556846756   0.108    0.01592262541165872  0.0983  0.014752250675744363   0.136   0.020771374533236842   0.184   0.02769566753122228   0.215    0.0405661188678434   0.312  0.054758013112237734   0.364   0.06553785165841187  0.551  0.09887578065431393         nan                 nan       nan                 nan 
 61022687       1.5            4.206e-07   1.5193763062520095e-07       0.0006881  0.00011424647084264791       0.0007007  0.00010717749250658927       0.0009042  0.00015346588024704386           0.000699  0.00012613885206390614         0.00063  0.00023076611536358626  0.001174  0.00041303602748428615  0.004893   0.001549294836369114   0.01015  0.0019971542253917197   0.0104   0.00303382596732245     nan                    nan  0.0706  0.010752474133891231   0.158   0.023726145915424192   0.257   0.04049913579324873   0.348    0.0657622992298779    0.58   0.08622319873444732   0.669   0.09916577030407217  0.926  0.16952510138619592         nan                 nan       nan                 nan 
 61023102       0.3             3.78e-07    1.201034554040807e-07        0.007756   0.0011625452077231233         0.02841    0.004052577081315049         0.07183    0.010241361677042756              0.102    0.014567086187704114          0.1443     0.02059890531071979    0.1696    0.025393928408184503    0.2156   0.032336412911762494      0.33   0.049429141202331245    0.354   0.05554277630799526   0.254    0.03953795644693843   0.168  0.024768528418135784  0.0775   0.013537817401634579   0.186  0.049989198833347986   0.196   0.03137530876342096   0.222  0.050626969097507704   0.304  0.054223334460359415   0.37  0.07873531609131953         nan                 nan       nan                 nan 
 61023500       1.5             4.06e-07   1.4480801082813063e-07       0.0009155  0.00014543177953941152        0.001547  0.00022764246088987882        0.002169  0.00031979776421982693           0.003225  0.00047519180338048765        0.005799    0.000984835016639843  0.005936   0.0011715207894015369  0.009854   0.002337822311468517   0.02304   0.004032928960445497   0.0267  0.005318731051670126  0.0377   0.006318053497715891  0.0422  0.006759201136229045  0.0179   0.008911621625719979     nan                   nan     nan                   nan  0.0769   0.03779068800643883  0.0804   0.03581412570481095    nan                  nan         nan                 nan       nan                 nan 
 61024287       1.4            6.636e-07   2.7221250816228116e-07        0.005671   0.0008431953569606512        0.003746   0.0005386038989832881        0.003164   0.0004659108927681344           0.004534   0.0006675863689441239        0.005589   0.0008973144432137489   0.01003    0.001665805811011596   0.01464    0.00271797645317247   0.02982   0.004949224585730577   0.0332  0.005600223209837265  0.0519   0.007940793411240467  0.0621   0.01032601568854125  0.0444   0.009307308955869039  0.0499   0.01964434015180963  0.0576  0.015046182240023546  0.0734  0.029914471414350614   0.159   0.03124771991681953  0.363  0.10394445632163363         nan                 nan       nan                 nan 
 61024666       1.2             9.12e-07    2.446353204261396e-07       0.0006632   0.0001101124534283021       0.0009322  0.00013744441931195315        0.001057  0.00016988669753691723           0.001408  0.00025449683691551063        0.002373   0.0004876343814785828  0.004462   0.0009964815301850808   0.01032   0.002304045138446728   0.01232  0.0027512586210678195   0.0202  0.006701678894127949    0.03   0.007004919699753881  0.0315   0.00868162427198966  0.0517   0.015771458398004923  0.0638  0.011946313238819749   0.104  0.019928873525616043   0.218   0.03724620786066684   0.241  0.060231636205568914  0.429  0.08501746879318392         nan                 nan       nan                 nan 
 61025324       1.4            1.912e-06    3.693419012243263e-07         0.02816    0.004188061126583517         0.03512    0.005007898161903854         0.03078    0.004389872891098329            0.03668     0.00523135967029605         0.04481     0.00644331133812421   0.07071    0.010594863897190939   0.06048   0.009265997194042313    0.1015   0.015189223153275483     0.16   0.02341815535006974   0.237   0.034521008096520006   0.271    0.0397645570829099     0.4   0.057351634675918355   0.527   0.07523948431508552    0.62   0.09069972436562307   0.998   0.14341910611909417     1.2   0.17184004189943622   1.63  0.24062003241625582         nan                 nan       nan                 nan 
 61025646       1.4            8.165e-07   2.5256231409297786e-07       0.0007901  0.00013870320868674958        0.001635   0.0002409590214123555        0.003253   0.0004792954099508986           0.005401   0.0007954646503773754         0.01179   0.0017999002750152579   0.02764    0.004389509767616425   0.03417   0.005981971999265794   0.04949   0.007855100317628032      nan                   nan     nan                    nan     nan                   nan   0.108   0.017055204484262274   0.112   0.01785077029150283  0.0732  0.016511280992097494     nan                   nan   0.139    0.0290423828223512    nan                  nan         nan                 nan       nan                 nan 
