     id    redshift  xray_boxcar_2to10keV  xray_boxcar_2to10keV_err  xray_boxcar_0p5to2keV  xray_boxcar_0p5to2keV_err           galex.FUV       galex.FUV_err           galex.NUV       galex.NUV_err             u_prime         u_prime_err             g_prime         g_prime_err             r_prime         r_prime_err             i_prime         i_prime_err             z_prime         z_prime_err          UKIRT_WFCJ      UKIRT_WFCJ_err             ukirt.H         ukirt.H_err            ukirt.Ks        ukirt.Ks_err               WISE1           WISE1_err               WISE2           WISE2_err               WISE3           WISE3_err               WISE4           WISE4_err          PSW             PSW_err          PMW             PMW_err          PLW             PLW_err 
   2509   0.7186887                 38.54         5.450379069385908                  115.4          16.32002450978552                 nan                 nan                 nan                 nan            289680.0  29124.271544538242            354990.0   35521.99719891887            363170.0   36343.20966838235            346700.0   34703.52323612114            399840.0    40203.7742009379            346450.0   34990.63961976117            423680.0  42886.090285779144            639650.0   90460.17051719503           1431000.0  147502.89115810578           2327200.0  239327.85232814003           5596100.0   580069.5148859316          16806000.0  1961774.7984924263   66856000.0  12262774.863790005   64579000.0  12080917.697344022   63612000.0  12993604.790049603 
   2516    1.107525                   nan                       nan     1.8619999999999999        0.26332656531387033             21348.0   2479.413648425773             50914.0   5237.632572069179             41907.0   4357.476619558618             46252.0   4651.114826576527             54084.0   5438.700529538283             49573.0   4995.265696637167             51192.0   5425.441699990887             53660.0   6705.400584603429             53527.0   8203.809254852285             75936.0  10738.972107236335            186910.0   20573.74747098836            367470.0  40761.643845654704            863150.0  170209.19253965103                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2521   0.7334824                 5.462        0.7724434477681845                  13.93         1.9699994923857214                 nan                 nan                 nan                 nan              2584.8    631.976898628423              3507.6  418.13196194502996              8894.9   957.0120532678782             19254.0   2004.738317087794             38009.0   4319.438020159568             65858.0  10434.826191173477             81926.0  13989.792520262765            122110.0  17268.961810137862            211260.0  22996.237344400495            229310.0  26982.200818317247            593340.0  158337.49889397647                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2522   0.4185443                 2.799        0.3958383761082293     10.489999999999998         1.4835100269293766             12660.0  2117.2068864426074             17182.0   2321.407383463747             20279.0   2312.293106420551             30446.0   3080.954197971791             59553.0  5995.9259776951885             84781.0   8540.921238953091            112150.0  11625.492204633747            146420.0  16718.644203403575            189390.0  22120.818723546377            227400.0   32159.21640836418            206080.0   22432.27551988429            217180.0   26264.50882845518            434140.0   181955.1191805276                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2524   0.6121494     6.047000000000001        0.8551749411670108                  14.82          2.095864499436927            109820.0  11704.991413922524            187890.0   19049.73495878617            173030.0  17462.256956075293            247020.0  24725.904897495664            248890.0  24914.187143071715            281990.0  28232.844791129355            265910.0  26804.578153740826            302550.0  30628.555075288812            291120.0   29820.56317375646            333300.0   47135.73803389526            491620.0   51469.98974159602            718500.0   75660.99787869574           1478700.0  208717.09776633058           3419200.0  1043791.0357921263          nan                 nan          nan                 nan          nan                 nan 
   2525   0.3748477                 3.098        0.4381233616231849                   6.77         0.9574225817265853                 nan                 nan                 nan                 nan  2250.7999999999997  1091.4600342660285             14128.0  1485.0902767172104             58053.0   5859.523033490013             97906.0   9870.453756540275            133750.0  13878.676089598748            148290.0  16869.291775293947            205370.0  23508.338286659055            278810.0   39429.68833252426            218790.0   23564.55272225637            184000.0   22892.45290483307                 nan                 nan           2600000.0                 nan          nan                 nan          nan                 nan          nan                 nan 
   2533    1.067276                   nan                       nan                   2.76         0.3903229432149742                 nan                 nan                 nan                 nan              5548.7   803.3938740742302   7623.599999999999   796.3572123111588             12432.0   1286.741563018775             12449.0  1319.3729609174202             14235.0   2062.138756243139             23079.0  5144.7066398386605             26591.0   6866.758610144964             37351.0   5282.229076819748             72849.0   9800.556311250908             89130.0  15556.479968167607            463470.0   187517.8242434569                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2536   0.4166822                 1.105         0.156270598642227      6.890000000000001         0.9743931444750625                 nan                 nan                 nan                 nan              5381.5  1231.7749073998868             18878.0  1941.4140336363082             65182.0   6565.742831546177            113140.0  11373.821741173897            158000.0  16325.307470305115            202390.0  21432.072274980783            278990.0  30089.318719439296            341380.0   48278.42259229272            305930.0   32729.01692688004            232500.0   28116.16261156561                 nan                 nan           2600000.0                 nan          nan                 nan          nan                 nan          nan                 nan 
   2542   0.7613664                0.7688       0.10872473867524356     1.9580000000000002        0.27690301551265206                 nan                 nan   8000.500000000001   1147.282568724898   5562.700000000001   808.1979973372863              8560.1   892.9561915906066             10929.0  1144.2097054299095             17696.0   1834.358135697607             25608.0  2992.8410649414714             28702.0   7507.330886540169                 nan                 nan             66251.0   9369.306272077993             50307.0   8778.472446274465             39122.0  13604.639239612347            444470.0  163170.26631405612                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2551   0.6817994                 9.769        1.3815452290822767                  33.19          4.693774813516303                 nan                 nan                 nan                 nan             94831.0   9650.929986794019            116700.0  11694.623647214989            104000.0  10428.436323821516            117380.0  11777.395732928397            129930.0   13287.07827176464            100880.0  11121.549712157925            144490.0  15810.260118037275            228400.0   32300.63776460149            479100.0   50158.65428816846            616630.0   65750.11763487576           1480400.0  219305.90872112862           3744800.0  1164836.5852770938   61146000.0  12090212.287631677   32728000.0  10883731.889384266   25313000.0  11229028.439272918 
