# hst.wfc3.F814W
# photon
# HST UVIS/WFC3 F814W filter Chip 2
1990				2.21346621482555E-10
1990.64636230469				2.13235543811472E-10
1991				2.12204238184551E-10
1992				2.09260715128537E-10
1993				2.06271796751675E-10
1994				2.03239334474579E-10
1995				2.00163133963124E-10
1996				1.97044946254687E-10
1997				1.93880791258537E-10
1998				1.90672381918384E-10
1999				1.87421373910413E-10
2000				1.84123970532425E-10
2000.64819335938				1.81517587757246E-10
2001				2.39841186496231E-10
2002				4.06000241775348E-10
2003				5.72721793549731E-10
2004				7.39997442256832E-10
2005				9.07831891699017E-10
2006				1.07622627075134E-09
2007				1.24518143876859E-09
2008				1.41471180041728E-09
2009				1.58479281716349E-09
2010				1.7554376236768E-09
2010.64990234375				1.86663929754683E-09
2011				1.80293584284297E-09
2012				1.62057761561457E-09
2013				1.43758781102676E-09
2014				1.25398233706671E-09
2015				1.06976015588772E-09
2016				8.84920128400639E-10
2017				6.99461435869301E-10
2018				5.13387795588898E-10
2019				3.26686631501353E-10
2020				1.39363533316743E-10
2020.65173339844				1.69435484063158E-11
2021				1.34721553544323E-10
2022				4.73659288126887E-10
2023				8.13717366661286E-10
2024				1.15489753431408E-09
2025				1.49721611110086E-09
2026				1.84064970504506E-09
2027				2.18521092067964E-09
2028				2.53090209664784E-09
2029				2.8777249104807E-09
2030				3.22568124977482E-09
2030.65344238281				3.45365071503603E-09
2031				3.49275977107105E-09
2032				3.60585116004159E-09
2033				3.71930083510455E-09
2034				3.83310938773069E-09
2035				3.94731441431247E-09
2036				4.06184356863076E-09
2037				4.17673338177757E-09
2038				4.29198444769342E-09
2039				4.40759686332135E-09
2040				4.52357220602622E-09
2040.6552734375				4.59974574164945E-09
2041				4.4800899480131E-09
2042				4.13221723590319E-09
2043				3.78319855357875E-09
2044				3.4330328877018E-09
2045				3.08171786312329E-09
2046				2.72925156908219E-09
2047				2.37563182484132E-09
2048				2.02085729166601E-09
2049				1.66492574490869E-09
2050				1.30783526583182E-09
2050.65698242187				1.07274271958836E-09
2051				1.12684338026557E-09
2052				1.2849452988387E-09
2053				1.44361699192758E-09
2054				1.60285960839253E-09
2055				1.76267410000236E-09
2056				1.92306199807527E-09
2057				2.08402427554286E-09
2058				2.24556183458134E-09
2059				2.40767631978188E-09
2060				2.57034433168118E-09
2060.65893554688				2.67784816308393E-09
2061				2.58874033748408E-09
2062				2.32683832208354E-09
2063				2.06398290530238E-09
2064				1.8001726596255E-09
2065				1.53540539820356E-09
2066				1.26967919361407E-09
2067				1.00299200287684E-09
2068				7.35342149225354E-10
2069				4.66727554337764E-10
2070				1.97144416536242E-10
2070.66088867187				1.84512774362341E-11
2071				2.17847713499661E-10
2072				8.07247540692426E-10
2073				1.39874582467267E-09
2074				1.99234675805081E-09
2075				2.58805424806845E-09
2076				3.18587301381244E-09
2077				3.785771279016E-09
2078				4.38781910032004E-09
2079				4.99199060110391E-09
2080				5.59828937906314E-09
2080.66284179687				6.00129937117259E-09
2081				5.98004961811947E-09
2082				5.91685947871677E-09
2083				5.85336827406819E-09
2084				5.7896859777952E-09
2085				5.72575753201277E-09
2086				5.66158177592751E-09
2087				5.5971582059041E-09
2088				5.53243349307286E-09
2089				5.46751340677201E-09
2090				5.40234399371413E-09
2090.66479492187				5.35883720939061E-09
2091				5.21878097076439E-09
2092				4.79992765828442E-09
2093				4.37964464829282E-09
2094				3.95788081544807E-09
2095				3.53463268882021E-09
2096				3.10986801205337E-09
2097				2.68364620596347E-09
2098				2.25593164873757E-09
2099				1.82672104343106E-09
2100				1.39599828175239E-09
2100.66674804687				1.10919035205667E-09
2101				1.23584342707969E-09
2102				1.61758509269226E-09
2103				2.0018495077112E-09
2104				2.38867906496503E-09
2105				2.7780669925901E-09
2106				3.1699915647602E-09
2107				3.56451795401912E-09
2108				3.96162820161902E-09
2109				4.36128978043875E-09
2110				4.76358959309179E-09
2110.66870117188				5.03401359316222E-09
2111				4.8822005835337E-09
2112				4.42185866630005E-09
2113				3.95845254884402E-09
2114				3.49192597644788E-09
2115				3.02224019443626E-09
2116				2.54944591303437E-09
2117				2.07350053774034E-09
2118				1.59437835411374E-09
2119				1.11210350021391E-09
2120				6.26640155632566E-10
2120.67065429687				2.9927775991852E-10
2121				3.51033025666069E-10
2122				5.0885549781481E-10
2123				6.67692388055739E-10
2124				8.2755805873227E-10
2125				9.88441637036092E-10
2126				1.15036371099967E-09
2127				1.31331973572784E-09
2128				1.47729916234424E-09
2129				1.64233155021891E-09
2130				1.80839070938529E-09
2130.67260742188				1.92066052523473E-09
2131				2.01015382567932E-09
2132				2.28462802792046E-09
2133				2.56084907228881E-09
2134				2.83877691688677E-09
2135				3.11846743307557E-09
2136				3.39987083356445E-09
2137				3.68305353841149E-09
2138				3.9679545566853E-09
2139				4.25465127028783E-09
2140				4.54307151561721E-09
2140.67456054687				4.73859705747167E-09
2141				4.58983287354937E-09
2142				4.13072704621329E-09
2143				3.66871586302635E-09
2144				3.2037168306227E-09
2145				2.73578478853069E-09
2146				2.2648553366672E-09
2147				1.79096565236081E-09
2148				1.31406831701842E-09
2149				8.34183039383849E-10
2150				3.51280263123047E-10
2150.67651367187				2.28808069051545E-11
2151				5.15377210846863E-11
2152				1.40486995293049E-10
2153				2.29984274740186E-10
2154				3.2003425197383E-10
2155				4.106334717022E-10
2156				5.01790435936138E-10
2157				5.93498401988985E-10
2158				6.8576287851986E-10
2159				7.78592869323387E-10
2160				8.71976370723237E-10
2160.6787109375				9.35669396295035E-10
2161				1.04687277479841E-09
2162				1.39436093570886E-09
2163				1.74394368390982E-09
2164				2.09564700554731E-09
2165				2.4494413334863E-09
2166				2.80534938605166E-09
2167				3.16340682389647E-09
2168				3.52356485718072E-09
2169				3.88585586118747E-09
2170				4.25032604989348E-09
2170.6806640625				4.4995433818135E-09
2171				4.52223255082223E-09
2172				4.59352817811904E-09
2173				4.66523844777694E-09
2174				4.73727882734526E-09
2175				4.80969286104034E-09
2176				4.88252729321789E-09
2177				4.95569253638335E-09
2178				5.02923410224556E-09
2179				5.10320190318137E-09
2180				5.17750171530512E-09
2180.68286132812				5.22837418511403E-09
2181				5.24960805396598E-09
2182				5.31678174748833E-09
2183				5.38433928934906E-09
2184				5.45218097393188E-09
2185				5.52035864821967E-09
2186				5.58887265088406E-09
2187				5.65777678867425E-09
2188				5.72696690998293E-09
2189				5.79649618648153E-09
2190				5.86636491044753E-09
2190.68481445312				5.91435049662151E-09
2191				5.86994753745359E-09
2192				5.72843688124482E-09
2193				5.5860473658506E-09
2194				5.44277640048665E-09
2195				5.29867086338678E-09
2196				5.15362727507203E-09
2197				5.0076950167855E-09
2198				4.86087088961372E-09
2199				4.71315227881868E-09
2200				4.56453656485811E-09
2200.68701171875				4.46110451137471E-09
2201				4.53041255663258E-09
2202				4.7525346494184E-09
2203				4.97576314462899E-09
2204				5.20010052624608E-09
2205				5.42554978679989E-09
2206				5.65211392408368E-09
2207				5.87985077905946E-09
2208				6.10865513471732E-09
2209				6.33858405492287E-09
2210				6.5696399057783E-09
2210.68896484375				6.72936335458462E-09
2211				6.60575058661878E-09
2212				6.20697033879455E-09
2213				5.80611648160434E-09
2214				5.40318342048065E-09
2215				4.99816555107662E-09
2216				4.5910995321617E-09
2217				4.1818914225811E-09
2218				3.77058161423986E-09
2219				3.35716446350936E-09
2220				2.94163431692273E-09
2220.69116210937				2.65314580299483E-09
2221				2.80566483838238E-09
2222				3.30110566438452E-09
2223				3.79898592381809E-09
2224				4.2993116937236E-09
2225				4.80208937319133E-09
2226				5.30732537227353E-09
2227				5.8150261119974E-09
2228				6.32519802437807E-09
2229				6.83784679479388E-09
2230				7.35298033554902E-09
2230.69311523437				7.70853273730333E-09
2231				7.57311137151377E-09
2232				7.13070330855511E-09
2233				6.68656308737443E-09
2234				6.24068796052753E-09
2235				5.79307517843042E-09
2236				5.34372139765575E-09
2237				4.89262509774264E-09
2238				4.43978288116462E-09
2239				3.98519198977084E-09
2240				3.52884966326672E-09
2240.6953125				3.21044805436445E-09
2241				3.12557257411099E-09
2242				2.84631758148337E-09
2243				2.5660046749114E-09
2244				2.28463198489978E-09
2245				2.00219843034982E-09
2246				1.71870210814087E-09
2247				1.43414139786387E-09
2248				1.14851467787549E-09
2249				8.61820325297674E-10
2250				5.74051383534754E-10
2250.69750976562				3.7269354028689E-10
2251				5.2867685606114E-10
2252				1.04556275125459E-09
2253				1.56432728326322E-09
2254				2.08497314906025E-09
2255				2.60750310612911E-09
2256				3.13191991400547E-09
2257				3.65822633427792E-09
2258				4.18642513058875E-09
