id	redshift	xray_boxcar_2to10keV	xray_boxcar_0p5to2keV	galex.FUV	galex.FUV_err	galex.NUV	galex.NUV_err	u_prime	u_prime_err	g_prime	g_prime_err	r_prime	r_prime_err	i_prime	i_prime_err	z_prime	z_prime_err	UKIRT_WFCJ	UKIRT_WFCJ_err	ukirt.H	ukirt.H_err	ukirt.Ks	ukirt.Ks	WISE1	WISE1_err	WISE2	WISE2_err	WISE3	WISE3_err	WISE4	WISE4_err	PSW	PSW_err	PMW	PMW_err	PLW	PLW_err
2808	1.002311	1.375	4.229	10510.0	608.7	23623.0	903.0	19790.0	928.1	22258.0	360.59999999999997	26985.0	434.5	26509.0	564.6999999999999	27013.0	1591.0	39406.0	4107.0	30073.0	6065.0	42695.0	8151.999999999999	69060.0	6768.0	104530.0	14630.0	521500.0	153800.0	nan	nan	nan	nan	nan	nan	nan	nan
2811	0.3936433	4.991	6.7749999999999995	252000.0	4353.0	413450.0	3324.0	438470.0	3815.0	518710.00000000006	1556.0	539260.0	1672.0	562420.0	1968.0	735360.0	5515.0	862830.0	5104.0	1172200.0	7663.0	1945100.0	9847.0	3480400.0	83530.0	4626200.0	97150.0	6887000.0	145300.0	15980000.0	976100.0	nan	nan	nan	nan	nan	nan
2829	1.126418	nan	2.689	nan	nan	7680.5	717.4000000000001	11677.0	736.8	16238.0	311.8	26023.0	419.0	30307.0	569.8	31740.0	1622.0	25680.0	4127.0	24264.0	6137.0	41639.0	8138.999999999999	79731.0	7256.0	157480.0	15120.0	464020.0	162200.0	nan	nan	nan	nan	nan	nan	nan	nan
2831	0.3144055	2.956	14.27	nan	nan	11376.0	928.9	19419.0	1035.0	40911.0	495.0	101220.0	799.6	143250.0	1074.0	193670.0	3351.0	258810.0	6661.0	320300.0	11340.0	399960.0	14930.0	255640.0	9714.0	203250.0	16460.0	946780.0	160900.0	nan	nan	nan	nan	nan	nan	nan	nan
2832	0.2273879	3.091	4.527	nan	nan	nan	nan	4792.7	690.6	13533.0	314.0	38787.0	531.4	63705.0	770.8000000000001	79993.0	2448.0	108290.0	3851.0	141430.0	6220.0	171260.0	8114.000000000001	76002.0	6308.0	83719.0	11720.0	nan	nan	2600000.0	nan	nan	nan	nan	nan	nan	nan
2840	0.3961475	nan	2.382	nan	nan	nan	nan	2406.6	784.1	9475.5	325.0	39534.0	593.0	68662.0	865.1	96193.0	2905.0	138760.0	6619.0	185560.0	11340.0	223580.0	14940.0	173470.0	8327.0	152060.0	14140.0	nan	nan	2600000.0	nan	nan	nan	nan	nan	nan	nan
2845	0.4516522	5.113	13.04	nan	nan	nan	nan	12170.0	1218.0	27264.0	531.5999999999999	67374.0	835.4	107370.0	1181.0	148040.0	3879.0	155250.0	6663.0	190130.0	11380.0	277700.0	15110.0	281080.0	10400.0	231650.0	14590.0	1021200.0	192800.0	nan	nan	nan	nan	nan	nan	nan	nan
2846	0.2469042	6.28	2.038	nan	nan	nan	nan	7062.299999999999	1150.0	29638.0	542.4	98748.0	938.1	154050.0	1263.0	202790.0	3975.0	272290.0	6741.0	324520.0	11440.0	405480.0	15170.0	217780.0	9365.0	160110.0	14090.0	506620.0	140800.0	nan	nan	nan	nan	nan	nan	nan	nan
2847	0.8637885	2.2790000000000004	4.856	nan	nan	nan	nan	44511.0	1300.0	51199.0	537.6	53393.0	614.0	52751.0	696.3000000000001	61832.0	2183.0	71971.0	3767.0	60288.0	6390.0	87287.0	8019.0	178330.0	8382.0	232290.0	15100.0	519470.0	139800.0	nan	nan	nan	nan	nan	nan	nan	nan
2850	0.3549812	1.936	9.947	nan	nan	nan	nan	5858.5	669.0	11064.0	297.59999999999997	23109.0	450.6	31403.0	596.7	43259.0	1947.0	48886.0	6596.0	76577.0	11350.0	78356.0	14910.0	63449.0	6408.0	76142.0	12640.0	nan	nan	2600000.0	nan	nan	nan	nan	nan	nan	nan
2868	0.2623699	nan	5.705	nan	nan	nan	nan	13571.0	2425.0	108500.0	1052.0	407130.0	1873.0	672360.0	2689.0	897220.0	9062.0	708100.0	6940.0	902490.0	11590.0	1107500.0	15330.0	653470.0	18950.0	477780.0	18160.0	nan	nan	2600000.0	nan	nan	nan	nan	nan	nan	nan
2871	0.5730751	nan	1.75	nan	nan	nan	nan	3879.4	633.1	6107.1	254.7	14491.0	399.9	28457.0	572.0	41488.0	1896.0	60538.0	6522.0	90649.0	11630.0	119400.0	15060.0	111490.0	6689.0	79146.0	13770.0	489810.0	184200.0	nan	nan	nan	nan	nan	nan	nan	nan
2873	0.2031483	3.271	16.11	nan	nan	nan	nan	38810.0	1397.0	68584.0	631.0	137360.0	947.8	206660.0	1343.0	234840.0	4062.9999999999995	325120.0	6489.0	361600.0	9719.0	451910.0	14200.0	318880.0	11480.0	352230.0	17260.0	681420.0	161400.0	nan	nan	nan	nan	nan	nan	nan	nan
2878	0.4084936	21.15	124.3	nan	nan	nan	nan	5547.3	598.0	9360.5	256.5	15410.0	359.0	24904.0	523.0	36997.0	1798.0	58096.0	4131.0	67935.0	5819.0	87171.0	8058.999999999999	102710.0	6779.0	120230.0	13830.0	nan	nan	2600000.0	nan	nan	nan	nan	nan	nan	nan
2886	0.4184893	1.498	4.590999999999999	nan	nan	nan	nan	nan	nan	3618.6	209.5	13286.0	368.0	23279.0	556.4	32642.000000000004	1962.0	38246.0	6286.0	56510.0	9552.0	86314.0	13860.0	130020.00000000001	7541.0	174590.0	13790.0	415980.0	142700.0	nan	nan	nan	nan	nan	nan	nan	nan
2893	0.7381184	2.611	8.032	12873.0	1229.0	32728.0	1277.0	20393.0	946.2	32226.0	422.20000000000005	31383.0	477.0	30831.0	588.9	41176.0	1956.0	41846.0	3789.0	50142.0	6190.0	98869.0	8021.000000000001	182990.0	8418.0	263040.0	15520.0	720150.0	141900.0	2970500.0	1224000.0	nan	nan	nan	nan	nan	nan
2895	0.8706	1.137	2.442	nan	nan	nan	nan	18555.0	881.4	23921.0	363.59999999999997	25797.0	428.20000000000005	28144.0	543.2	34128.0	1761.0	51015.0	3762.0	50833.0	6211.0	71302.0	8010.0	124860.0	6992.0	164300.0	13310.0	667930.0	150200.0	nan	nan	nan	nan	nan	nan	nan	nan
2901	0.8865815	1.2	3.706	nan	nan	nan	nan	7358.2	660.8000000000001	10594.0	269.1	11266.0	338.0	11544.0	453.7	20721.0	1705.0	21986.0	3894.0	nan	nan	58605.0	8025.0	145350.0	7558.0	201380.0	13900.0	667980.0	144400.0	3847900.0	1201000.0	nan	nan	nan	nan	nan	nan
2906	0.2638035	4.191000000000001	25.44	58100.0	3004.0	71494.0	2223.0	59037.0	1724.0	83080.0	722.8	136140.0	1020.9999999999999	173900.0	1374.0	231130.0	4669.0	264530.0	6406.0	333510.0	9779.0	456300.0	14110.0	469490.0	15490.0	602600.0	21090.0	1817700.0	139700.0	4994600.0	912900.0	nan	nan	nan	nan	nan	nan
2909	1.017257	2.114	6.521	23979.0	1783.0	62970.0	1842.0	85481.0	1667.0	90082.0	657.5999999999999	103010.0	741.7	89883.0	791.0	87534.0	2083.0	83157.0	3808.0	80837.0	6122.0	117710.0	8051.0	231860.0	9274.0	381970.0	17190.0	894420.0	139800.0	nan	nan	nan	nan	nan	nan	nan	nan
2925	0.5280803	5.12	6.01	nan	nan	nan	nan	4538.1	690.2	11109.0	302.20000000000005	21123.0	447.79999999999995	43068.0	697.6999999999999	57293.0	2389.0	78895.0	6284.0	116950.0	9627.0	151600.0	13760.0	192500.0	8277.0	196080.0	13920.0	530480.0	143200.0	2589700.0	910100.0	nan	nan	nan	nan	nan	nan
2935	0.4470657	6.446999999999999	24.479999999999997	11717.0	1154.0	16898.0	1026.0	19113.0	959.5	25756.0	406.9	38376.0	548.8	55836.0	714.7	75144.0	2254.0	102430.0	6595.0	124850.0	11230.0	167890.0	16640.0	134900.0	7285.0	135150.0	12300.0	392670.0	170800.0	nan	nan	nan	nan	nan	nan	nan	nan
2936	1.1077	3.074	7.811	5980.8	1342.0	12946.0	1496.0	14732.0	841.1999999999999	14440.0	314.8	24451.0	437.7	22676.0	503.4	26317.0	1555.0	38079.0	3813.0	56777.0	6295.0	71772.0	8786.0	190210.0	8559.0	233150.0	15620.0	556710.0	177600.0	nan	nan	nan	nan	nan	nan	nan	nan
2940	0.4478138	6.824	0.5067999999999999	nan	nan	nan	nan	nan	nan	5370.3	336.7	23239.0	590.3000000000001	51090.0	878.8000000000001	73524.0	2845.0	108500.0	6589.0	160310.0	11190.0	194710.0	16720.0	209330.0	9210.0	245940.0	14510.0	483090.0	151200.0	nan	nan	nan	nan	nan	nan	nan	nan
2948	0.4895895	3.857	6.889	nan	nan	nan	nan	5695.9	608.3	11605.0	276.2	21506.0	402.2	41845.0	615.1	55016.0	1992.0	80658.0	3809.0	109100.0	6108.0	137350.0	8834.0	154750.0	8356.0	212440.0	14660.0	472530.0	168700.0	nan	nan	nan	nan	nan	nan	nan	nan
2949	0.457299	2.8240000000000003	3.875	nan	nan	nan	nan	10196.0	1006.9999999999999	20161.0	445.6	47440.0	711.6	74170.0	1083.0	81378.0	3784.0	nan	nan	nan	nan	nan	nan	174430.0	8023.999999999999	190380.0	14090.0	727820.0	168900.0	2881600.0	1256000.0	nan	nan	nan	nan	nan	nan
2960	0.2704132	3.333	14.9	nan	nan	5931.4	1132.0	12504.0	869.0	41294.0	491.4	96638.0	773.1	137670.0	1101.0	194380.0	3557.0	230500.0	6419.0	301610.0	9674.0	414340.0	13960.0	363100.0	12350.0	419200.0	17610.0	1348800.0	132000.0	nan	nan	nan	nan	nan	nan	nan	nan
2971	0.5729884	0.6939	1.673	nan	nan	nan	nan	3784.6000000000004	651.6999999999999	7171.400000000001	271.8	13136.0	401.9	26014.0	582.7	31299.0	1850.0	45212.0	6706.0	60807.0	11430.0	71044.0	16550.0	57813.0	5781.0	50913.0	11760.0	440030.0	140900.0	nan	nan	nan	nan	nan	nan	nan	nan
2974	1.019214	nan	3.868	11246.0	1375.0	25842.0	1406.0	27233.0	999.4	28837.0	395.1	34814.0	473.5	32906.0	589.0	34510.0	1870.0	48928.0	3967.0	52422.0	6132.0	77067.0	8300.0	109650.0	6799.0	145220.0	12920.0	485250.0	134500.0	nan	nan	nan	nan	nan	nan	nan	nan
2988	0.9003364	nan	2.333	nan	nan	nan	nan	3630.0	523.4	8792.8	251.5	15305.0	356.59999999999997	21976.0	512.0	27343.0	1709.0	55762.0	4192.0	45779.0	6248.0	67932.0	8069.000000000001	128120.0	6534.0	173950.0	12520.0	543610.0	125300.0	nan	nan	nan	nan	nan	nan	nan	nan
3005	0.6516635	4.734999999999999	4.948	nan	nan	nan	nan	41233.0	1253.0	66575.0	599.1999999999999	70943.0	674.0	82754.0	786.2	84879.0	2283.0	107330.0	3868.0	137810.0	6155.0	222050.0	8853.0	442620.0	13280.0	715200.0	22890.0	1099100.0	134200.0	3608400.0	911700.0	nan	nan	nan	nan	nan	nan
3015	0.2801454	0.5490999999999999	5.597	nan	nan	nan	nan	3618.7	679.6	17711.0	350.7	50368.0	589.3000000000001	75292.0	835.7	101070.0	2668.0	154880.0	6476.0	191350.0	9604.0	212850.0	13610.0	153900.0	8156.000000000001	157050.0	14450.0	412990.0	138400.0	nan	nan	nan	nan	nan	nan	nan	nan
3027	0.7370346	3.9899999999999998	9.061	57802.0	2427.0	140190.0	2328.0	136300.0	2140.0	182110.0	947.0	190170.0	1027.0	189690.0	1081.0	208790.0	3090.0	164700.0	3958.0	207770.0	6303.0	310610.0	9081.0	907040.0	24490.0	1635400.0	39250.0	2970400.0	124300.0	6209700.0	837900.0	nan	nan	nan	nan	nan	nan
3029	0.2453678	1.3359999999999999	3.3080000000000003	nan	nan	7690.1	934.2	16779.0	983.1999999999999	53063.0	562.5	112240.0	853.0	161900.0	1069.0	204750.0	3215.0	299930.0	6815.0	362180.0	11460.0	439600.0	16530.0	255170.0	9696.0	261350.00000000003	15680.0	1613300.0	124700.0	2366400.0	844600.0	nan	nan	nan	nan	nan	nan
3037	0.5655354	4.941	4.122	nan	nan	nan	nan	4066.7	769.0	5454.900000000001	303.8	14487.0	488.20000000000005	27711.0	712.2	38622.0	2398.0	59416.0	6677.0	80704.0	11130.0	137560.0	16360.0	274430.0	10980.0	383020.0	17620.0	637250.0	130400.0	2835600.0	877600.0	nan	nan	nan	nan	nan	nan
3050	0.8185744	6.274	13.91	nan	nan	nan	nan	11769.0	682.6	18345.0	313.7	18531.0	355.8	18918.0	433.2	25449.0	1448.0	41952.0	4220.0	44654.0	6274.0	67333.0	7631.0	83642.0	6608.0	103090.0	13710.0	389790.0	164100.0	nan	nan	nan	nan	nan	nan	nan	nan
3053	0.3330668	0.5184	4.878	nan	nan	nan	nan	16517.0	1189.0	31135.0	498.2	67806.0	779.8000000000001	91630.0	1081.0	123110.0	3730.0	116110.0	7340.0	175110.0	11240.0	228240.0	14080.0	185190.0	8519.0	181310.0	13960.0	705480.0	160700.0	2977200.0	978900.0	nan	nan	nan	nan	nan	nan
3059	0.864345	0.5806	3.7750000000000004	nan	nan	nan	nan	22312.0	930.4	29385.0	396.7	30971.0	461.5	32147.0	572.2	39302.0	1871.0	57182.0	4248.0	52349.0	6228.0	65013.99999999999	7687.0	106470.0	6495.0	94455.0	11710.0	494780.0	135500.0	nan	nan	nan	nan	nan	nan	nan	nan
3070	1.097	1.2979999999999998	3.67	nan	nan	nan	nan	9817.199999999999	688.2	14888.0	309.7	22820.0	422.20000000000005	26584.0	526.4	29193.0	1597.0	44137.0	3811.0	48334.0	6227.0	72933.0	8827.0	140610.0	7312.0	207410.0	13480.0	522429.99999999994	162500.0	nan	nan	nan	nan	nan	nan	nan	nan
3076	1.193907	1.189	3.705	nan	nan	nan	nan	67217.0	1472.0	89239.0	651.4	127940.0	818.8	125730.0	917.9000000000001	118050.0	2337.0	127200.0	4368.0	153780.0	6321.0	171310.0	7834.0	288160.0	10090.0	573360.0	20640.0	1310200.0	145700.0	3699500.0	1007000.0	nan	nan	nan	nan	nan	nan
3085	0.6774662	2.663	2.926	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	64917.0	1649.0	109460.0	6689.0	143320.0	11200.0	234580.0	16410.0	320940.0	11230.0	312200.0	15300.0	402390.0	138500.0	nan	nan	nan	nan	nan	nan	nan	nan
3092	0.1963534	4.787999999999999	26.14	21752.0	1511.0	22859.0	1151.0	33803.0	1163.0	52020.0	541.0	97153.0	777.2	146720.0	983.1	176570.0	2896.0	228440.0	4059.9999999999995	277130.0	6415.0	332340.0	9267.0	243680.0	9260.0	247530.0	13860.0	411710.0	122500.0	2321600.0	816700.0	nan	nan	nan	nan	nan	nan
3099	1.05602	9.153	26.9	nan	nan	nan	nan	2558.6000000000004	510.4	7796.5	252.6	26024.0	437.2	46532.0	600.3	68055.0	1919.0	114110.0	3896.0	145670.0	6438.0	199750.0	8977.0	434140.0	13890.0	917970.0	27540.0	2349100.0	138700.0	3266700.0	936000.0	nan	nan	nan	nan	nan	nan
3106	0.43	1.381	4.254	nan	nan	nan	nan	9735.0	920.9000000000001	16653.0	378.0	42505.0	599.3000000000001	65432.0	850.6	89566.0	2965.0	109120.0	6644.0	151610.0	11100.0	177560.0	16280.000000000002	157630.0	7566.0	124170.0	12670.0	411560.0	158600.0	nan	nan	nan	nan	nan	nan	nan	nan
3109	0.3983267	3.5509999999999997	2.8240000000000003	nan	nan	nan	nan	nan	nan	5447.099999999999	290.9	23404.0	496.2	45074.0	779.8000000000001	62301.0	2666.0	97165.0	7235.0	124960.0	11100.0	149680.0	14080.0	nan	nan	nan	nan	579090.0	136900.0	nan	nan	nan	nan	nan	nan	nan	nan
3116	0.46	6.592	1.173	nan	nan	nan	nan	nan	nan	4961.8	307.09999999999997	19405.0	523.9	39013.0	780.3	60804.0	2919.0	69742.0	7276.0	112100.0	11180.0	143450.0	14170.0	149430.0	7621.0	186740.0	13440.0	333910.0	153900.0	2470700.0	1129000.0	nan	nan	nan	nan	nan	nan
3131	0.2360936	2.76	10.53	nan	nan	nan	nan	26033.0	1179.0	64217.0	610.1	139160.0	918.5	199150.0	1314.0	243450.0	3652.0	325580.0	7390.0	389920.0	11240.0	460320.0	14270.0	255170.0	10210.0	210880.0	14760.0	730570.0	149400.0	nan	nan	nan	nan	nan	nan	nan	nan
3147	0.6295715	0.8692	2.0860000000000003	8351.900000000001	1020.0	20320.0	1076.0	24270.0	1070.0	37035.0	485.20000000000005	45289.0	602.3	69674.0	801.3000000000001	81650.0	2523.0	96018.0	6697.0	146010.0	11530.0	196720.0	16580.0	247530.0	9901.0	264260.0	15060.0	562470.0	138100.0	nan	nan	nan	nan	nan	nan	nan	nan
3168	1.177245	1.4469999999999998	1.178	8229.5	1008.9999999999999	15180.0	986.7	19162.0	870.0	24109.0	371.3	31888.0	462.4	34966.0	545.5	39959.0	1686.0	49584.0	3173.0	56364.0	5368.0	75592.0	8345.0	146700.0	7482.0	173150.0	13850.0	359110.0	165500.0	nan	nan	nan	nan	nan	nan	nan	nan
3171	0.331705	9.168000000000001	39.54	nan	nan	nan	nan	97986.0	2263.0	115630.0	890.4	178260.0	1212.0	245710.0	1745.0	310600.0	5995.0	284870.0	7290.0	376430.0	11230.0	486940.0	14180.0	500300.0	15010.0	557220.0	21730.0	1306500.0	153900.0	2615900.0	1198000.0	nan	nan	nan	nan	nan	nan
3179	0.5145842	2.392	4.037	nan	nan	nan	nan	3022.7	852.4000000000001	10738.0	364.0	34083.0	610.1	74816.0	1010.0	110640.0	3065.0	153810.0	7214.0	230270.0	11160.0	297370.0	14090.0	304250.0	10950.0	223890.0	14550.0	567700.0	160800.0	nan	nan	nan	nan	nan	nan	nan	nan
3185	0.771741	0.6174999999999999	3.6159999999999997	nan	nan	nan	nan	2673.2	608.7	4553.9	231.3	9471.0	369.40000000000003	18341.0	550.2	26247.0	2024.0	40470.0	7210.0	68596.0	11070.0	89849.0	14010.0	118580.0	7115.0	79364.0	12860.0	487110.0	164600.0	nan	nan	nan	nan	nan	nan	nan	nan
3194	0.5810235	8.599	10.65	nan	nan	6831.599999999999	947.1	6337.7	796.0	11478.0	321.40000000000003	26852.0	499.40000000000003	64157.0	808.4	63432.0	2645.0	94970.0	5066.0	142940.0	8154.999999999999	222720.0	14500.0	322130.0	10630.0	463050.0	18060.0	1580800.0	151600.0	4997000.0	973700.0	nan	nan	nan	nan	nan	nan
3209	0.4682435	3.7520000000000002	8.028	56520.0	1871.0	85750.0	1427.0	81531.0	1639.0	108020.0	712.9	102850.0	771.4	120190.0	961.5	140850.0	2902.0	117710.0	4336.0	148980.0	6225.0	223370.0	7774.0	438560.0	14910.0	711910.0	23490.0	1546000.0	145700.0	5010900.0	976100.0	nan	nan	nan	nan	nan	nan
3211	0.5770814	2.62	11.950000000000001	17356.0	1143.0	36672.0	1130.0	34622.0	1118.0	46446.0	483.0	44676.0	536.1	56351.0	698.8	57676.0	2151.0	65936.0	4287.0	87351.0	6175.0	129720.0	7685.0	194820.0	8767.0	269170.0	16420.0	427190.0	146100.0	nan	nan	nan	nan	nan	nan	nan	nan
3212	0.9347435	1.085	7.641	12622.0	1095.0	29303.0	1182.0	30710.0	1056.0	35672.0	428.09999999999997	40853.0	514.7	38959.0	615.5	45435.0	2008.0	60308.0	4281.0	63913.0	6153.0	81711.0	7634.0	169050.0	7438.0	245260.0	13730.0	679650.0	145800.0	nan	nan	nan	nan	nan	nan	nan	nan
3219	0.6609005	2.043	7.709	nan	nan	nan	nan	22706.0	1088.0	33834.0	477.1	45344.0	634.8000000000001	74088.0	859.4000000000001	100580.0	2796.0	67957.0	3233.0	93921.0	5204.0	115210.0	8510.0	224510.0	8980.0	204940.0	13320.0	316540.0	158000.0	nan	nan	nan	nan	nan	nan	nan	nan
3228	1.043349	2.226	6.9670000000000005	10775.0	913.9000000000001	31332.0	982.1999999999999	23054.0	926.8	28372.0	383.0	38205.0	492.9	37449.0	591.7	37630.0	1885.0	48243.0	4234.0	52103.0	6131.0	63076.0	7673.0	130020.00000000001	7281.0	171560.0	15440.0	322130.0	160400.0	nan	nan	nan	nan	nan	nan	nan	nan
3232	0.4127136	1.089	3.855	nan	nan	nan	nan	8084.300000000001	596.6	12252.0	261.0	21180.0	370.7	30543.0	513.1	40779.0	1676.0	52133.0	7297.0	71762.0	11060.0	79962.0	13920.0	83105.0	6731.0	73456.0	13080.0	354100.0	134400.0	nan	nan	nan	nan	nan	nan	nan	nan
3241	0.3729931	9.529	4.329000000000001	nan	nan	nan	nan	3692.2000000000003	882.8000000000001	15963.0	405.5	53163.0	717.7	85878.0	987.6	130919.99999999999	3234.0	151760.0	5193.0	217780.0	8138.0	348090.0	14260.0	729840.0	20440.0	1065700.0	30900.0	2259400.0	135100.0	3692500.0	890900.0	nan	nan	nan	nan	nan	nan
3246	0.3607495	2.931	nan	nan	nan	nan	nan	1799.8	745.3	10289.0	336.5	36683.0	572.3000000000001	64191.99999999999	892.3	90421.0	2939.0	132380.0	8498.0	183940.0	15580.0	302970.0	14790.0	301460.0	10850.0	394840.0	16980.0	1746300.0	160900.0	6594500.0	1016000.0	nan	nan	nan	nan	nan	nan
3247	1.072	nan	1.7830000000000001	nan	nan	8308.7	807.8	7384.5	622.5	10628.0	259.29999999999995	15045.0	347.5	16360.0	456.5	17759.0	1581.0	20249.0	3127.0	nan	nan	30445.0	8307.0	82191.0	7068.0	109650.0	12830.0	761580.0	131600.0	nan	nan	nan	nan	nan	nan	nan	nan
3249	1.177	1.244	3.899	nan	nan	nan	nan	nan	nan	2571.1	169.4	9492.5	305.70000000000005	16309.000000000002	453.40000000000003	19615.0	1571.0	16616.0	5117.0	60821.0	8730.0	50722.0	8071.999999999999	132930.0	7045.0	230580.0	14760.0	932590.0	142100.0	2589300.0	941300.0	nan	nan	nan	nan	nan	nan
3258	0.918	1.324	9.0	12867.0	1157.0	34279.0	1237.0	30813.0	998.3	35647.0	420.59999999999997	38598.0	474.8	37796.0	506.49999999999994	42645.0	1493.0	55466.0	3122.0	54097.0	5279.0	73013.0	8433.0	148470.0	7572.0	194280.0	14380.0	407400.0	166200.0	nan	nan	nan	nan	nan	nan	nan	nan
3259	0.4506	5.236	2.83	nan	nan	nan	nan	4493.9	930.6999999999999	15079.0	399.6	48320.0	671.6999999999999	78612.0	1022.0	114130.0	3196.0	128520.00000000001	8619.0	155530.0	15200.0	232490.0	15130.0	207790.0	8935.0	206460.0	15690.0	nan	nan	2600000.0	nan	nan	nan	nan	nan	nan	nan
3264	0.3667806	1.379	4.04	nan	nan	nan	nan	12150.0	770.3	23608.0	368.3	57148.0	582.9	84979.0	841.3000000000001	120700.0	2583.0	148380.0	8645.0	244160.0	15370.0	307730.0	14950.0	230160.0	9206.0	234650.0	14310.0	549090.0	154200.0	nan	nan	nan	nan	nan	nan	nan	nan
3268	1.001773	2.4090000000000003	4.8500000000000005	54614.0	1958.0	106270.0	1649.0	120290.0	2009.0	132780.0	796.6999999999999	157970.0	916.2	156850.0	1082.0	174670.0	2952.0	211420.0	5387.0	161690.0	8755.0	192900.0	8295.0	264990.0	10070.0	454180.0	19080.0	1776200.0	140300.0	7464900.0	938700.0	nan	nan	nan	nan	nan	nan
3274	0.7653357	1.899	5.944	nan	nan	nan	nan	11208.0	924.6	17908.0	374.3	30714.0	549.8	39578.0	763.8000000000001	72570.0	2845.0	40868.0	4218.0	73184.0	6143.0	60756.0	7740.0	177020.0	8497.0	152770.0	14670.0	400210.0	151600.0	2713900.0	950300.0	nan	nan	nan	nan	nan	nan
3281	0.7287148	1.647	0.9419	nan	nan	nan	nan	nan	nan	1503.4	234.4	7142.5	395.0	20243.0	627.5	33378.0	2377.0	45718.0	8555.0	73060.0	15400.0	91164.0	14590.0	124290.0	6960.0	65047.0	12550.0	418750.0	143000.0	nan	nan	nan	nan	nan	nan	nan	nan
3291	0.4194	0.5847	1.751	nan	nan	nan	nan	2732.0	832.7	10783.0	344.0	45311.0	629.8000000000001	80514.0	942.0	112630.0	3255.0	168560.0	8579.0	209240.0	15370.0	283900.0	14900.0	202130.0	8489.0	136030.0	12110.0	nan	nan	2600000.0	nan	nan	nan	nan	nan	nan	nan
3296	0.6991141	2.4810000000000003	5.878	6139.9	959.0	21053.0	1130.0	19174.0	832.2	32226.999999999996	409.3	32743.000000000004	451.90000000000003	38796.0	539.3	43429.0	1624.0	45118.0	3224.0	59401.0	5126.0	85525.0	8430.0	nan	nan	nan	nan	482420.0	145500.0	nan	nan	nan	nan	nan	nan	nan	nan
3301	0.3715994	3.233	11.620000000000001	nan	nan	nan	nan	14329.0	1040.0	34521.0	483.3	96269.0	808.6999999999999	144600.0	1142.0	212830.0	3767.0	283810.0	8643.0	412550.0	15470.0	595950.0	15040.0	680500.0	19050.0	711260.0	23470.0	2318100.0	146400.0	4144800.0	964700.0	83728000.0	11120000.0	26204000.0	11290000.0	nan	nan
3304	0.4202198	3.9690000000000003	3.686	nan	nan	nan	nan	3059.7	973.9	20060.0	451.29999999999995	82262.0	806.2	153610.0	1260.0	221010.0	4133.0	171540.0	8645.0	nan	nan	nan	nan	375690.0	12400.0	261589.99999999997	15430.0	nan	nan	2600000.0	nan	nan	nan	nan	nan	nan	nan
3305	0.4583091	3.363	8.812999999999999	nan	nan	nan	nan	21501.0	918.1	27821.0	397.8	39922.0	523.0	50755.0	644.5999999999999	58217.0	1974.0	71819.0	3363.0	89418.0	5399.0	137000.0	8331.0	200270.0	8612.0	273670.0	15870.0	947870.0	134100.0	2441300.0	1162000.0	nan	nan	nan	nan	nan	nan
3306	0.7464817	2.973	9.204	nan	nan	nan	nan	11698.0	773.2	27689.0	407.0	40997.0	541.2	50229.0	678.1	73781.0	2228.0	93501.0	3249.0	111650.0	5399.0	159300.0	8396.0	280820.0	10390.0	390500.0	16400.0	936840.0	137300.0	2637700.0	1153000.0	nan	nan	nan	nan	nan	nan
3312	0.43946654	1.742	5.4270000000000005	9048.3	924.3	11784.0	827.2	14108.0	764.5999999999999	18880.0	334.2	27296.0	439.5	35591.0	551.6999999999999	45161.0	1761.0	51980.0	3173.0	69249.0	5339.0	101020.0	8331.0	88232.0	7147.0	116530.0	12820.0	409620.0	141500.0	nan	nan	nan	nan	nan	nan	nan	nan
3316	0.6827061	6.628	36.99	nan	nan	23328.0	926.0	32237.000000000004	1109.0	53999.0	529.2	49201.0	556.0	61015.0	750.5	78746.0	2331.0	88940.0	5228.0	129389.99999999999	8781.0	185700.0	8343.0	333290.0	12000.0	443840.0	17310.0	1124000.0	135100.0	3098200.0	900200.0	nan	nan	nan	nan	nan	nan
3318	0.2539419	2.897	3.777	nan	nan	nan	nan	4360.0	700.6	24793.0	411.6	80525.0	732.8	131870.0	962.7	180130.0	3044.0	280080.0	5284.0	363020.0	8451.0	473690.0	14600.0	303970.0	10940.0	307060.0	17200.0	378630.0	145200.0	nan	nan	nan	nan	nan	nan	nan	nan
3322	0.9753261	3.423	16.41	nan	nan	11106.0	812.4	29951.0	1069.0	32354.0	420.59999999999997	39559.0	506.4	36731.0	628.1	45138.0	1991.0	53214.0	5178.0	52958.0	8730.0	73715.0	8131.0	149560.0	7927.0	234650.0	14550.0	880000.0	134700.0	nan	nan	nan	nan	nan	nan	nan	nan
3327	0.2383117	14.56	84.98	251330.0	4059.9999999999995	280240.0	2728.0	342940.0	3292.0	329270.0	1251.0	377290.0	1396.0	479790.0	1775.0	487800.0	4683.0	466710.0	5513.0	622220.0	9143.0	945250.0	9036.0	1557500.0	37380.0	2134200.0	51220.0	3925100.0	139200.0	7218700.0	933700.0	nan	nan	nan	nan	nan	nan
