id	best.stellar.m_star	bayes.stellar.m_star	bayes.stellar.m_star_err	best.reduced_chi_square	best.sfh.age_main	best.sfh.tau_main	bayes.agn.luminosity	bayes.agn.fracAGN	bayes.agn.luminosity_err	bayes.agn.fracAGN_err	redshift
3092	1.8209462947811824e+16	1.8232958356095884e+16	1801945490893823.5	7.579257195665719	2000.0	200.0	1.3951105293089753e+43	0.2995105450748395	6.975552646544877e+41	0.009881873330579178	0.1963534
2878	1.8343905334415892e+16	1.6984315018134842e+16	5622369461410540.0	8.603139521005486	2000.0	200.0	1.1130197018977572e+43	0.11924645403645641	3.3171095091731195e+42	0.062229574331804705	0.4084936
4799	1.847343417890332e+16	2.0845095684854852e+16	6026761529327385.0	8.085448459673321	1000.0	200.0	2.330850912789691e+43	0.10000000000070726	3.34281652766405e+42	3.761147251814395e-07	0.5408
129884	1.8508881357638684e+16	2.0590372516131544e+16	2775711989374980.0	8.574204868259823	1000.0	200.0	2.019781927823515e+43	0.1000002436183544	1.0098909639117575e+42	0.0002207342554613011	0.371851
4387	1.886072210011456e+16	1.964238667533334e+16	4054417962834342.5	7.965737090363218	5000.0	5000.0	4.357677889204677e+42	0.10344121836319399	1.2429252227911727e+42	0.026007727027853693	0.2783752
3744	1.9163707694154436e+16	2.3095957768600428e+16	5008493832540800.0	20.260015348209176	1000.0	200.0	2.97222469724993e+43	0.1000000000000002	1.5778538085888e+42	5.391130167834936e-09	0.75814754
3884	1.971486761473464e+16	2.109575929038871e+16	3067842888653119.0	8.024505770001324	1000.0	200.0	4.03334040584384e+42	0.10000000301187233	5.056880332579776e+41	2.4543320642636745e-05	0.3489088
2971	2.042937975924362e+16	2.206436080565708e+16	3937321532855072.5	9.108324369250255	1000.0	500.0	1.422210660387975e+43	0.10000000000114248	1.471083255526424e+42	4.780199083144586e-07	0.5729884
3131	2.070591081137425e+16	2.051877407406746e+16	1025938703703373.0	11.254575898190518	1000.0	200.0	1.3776847462342105e+43	0.10000000000000002	6.888423731171053e+41	1.6547044705113067e-09	0.2360936
5172	2.07330081984573e+16	2.4325440058079996e+16	6461137081730990.0	9.550805676115585	1000.0	200.0	8.033424821449172e+42	0.1000025040043311	1.448142311955342e+42	0.0007076684225183563	0.3048261
2388	2.0735111184502216e+16	2.253527575840188e+16	5407703859910330.0	6.276002212909767	2000.0	5000.0	2.528509806084846e+43	0.09999999999999995	2.033483759644284e+42	2.975414414388705e-09	0.5424306
4557	2.0928096875355216e+16	2.7692055420920572e+16	7088787803865118.0	24.92053162857513	1000.0	200.0	2.960494629618149e+43	0.09999999999999996	1.5213050169794755e+42	1.2280102976087233e-11	0.4923993
3312	2.098695554840147e+16	2.2922085209741892e+16	7412287294598491.0	8.843394083519536	1000.0	200.0	2.404119372002162e+43	0.1	1.976592267983574e+42	2.1338357637272732e-09	0.43946654
4334	2.1282631746415812e+16	2.103145460040279e+16	1051572730020139.6	8.922335376420456	1000.0	200.0	4.1090413803205955e+42	0.1000000000000588	2.48190174316595e+41	1.0851743304299823e-07	0.3833333
2846	2.1300917214052136e+16	2.084054259989787e+16	1042027129994893.6	11.827433924484666	1000.0	200.0	4.282908475984973e+42	0.10000000007374396	3.023827103748587e+41	3.840417529097225e-06	0.2469042
3936	2.14280127394618e+16	2.287603280580782e+16	6889993451684678.0	8.593215277241333	2000.0	200.0	6.63533190573906e+42	0.2435662083872361	2.7329196001077077e+42	0.15274041730046795	0.3485558
4747	2.151709854363696e+16	2.532272840496784e+16	4488352782147376.5	12.411806222521722	2000.0	2000.0	1.5094925261703624e+43	0.10000000166073478	1.6390885122354155e+42	1.8224899229708027e-05	0.3591214
42255	2.1608163915041176e+16	1.6048296703359824e+16	5679848358587306.0	8.9836217127815	5000.0	500.0	2.830032340071469e+43	0.1000000004035882	2.0922068030279995e+42	8.984299181338521e-06	0.6914128
3739	2.1845240981723016e+16	2.1578144150519452e+16	1078907207525972.6	6.278204253096137	1000.0	200.0	4.160654168647853e+42	0.09999999999999999	2.0803270843239266e+41	2.3725523821123363e-13	0.196
4214	2.21524411658857e+16	2.2111875305769716e+16	1105593765288485.9	5.556061679820815	1000.0	200.0	1.5673985703435258e+43	0.10000000000000002	7.836992851717629e+41	5.840263359772254e-10	0.2319613
129887	2.2834874578986444e+16	2.263985626633181e+16	6344482751592691.0	8.315705655332948	1000.0	200.0	1.2757653423600595e+43	0.10000115338096466	2.5785497750633048e+42	0.0004802865467833449	0.3693992
3851	2.292756971772391e+16	2.314934720296267e+16	1157467360148133.8	9.449482472515518	1000.0	200.0	2.2519632286828605e+43	0.10000000000000213	1.1259816143414303e+42	2.101172458088586e-08	0.2166202
3982	2.294397854971886e+16	2.297918724516795e+16	4070788474546465.0	4.751703055258361	3000.0	1000.0	2.0529280596017886e+43	0.10015310595272282	1.0264640298008943e+42	0.005558536466588584	0.3884351
4053	2.3311290751271e+16	3.3927842322396304e+16	6991746777536819.0	8.50595025379423	1000.0	200.0	7.50851844219796e+42	0.10000000930288427	1.1783639928444174e+42	4.313440358084545e-05	0.2535338
4804	2.383129926204462e+16	3.561723169374865e+16	6022522751070668.0	7.859107088842018	1000.0	200.0	9.449356237528045e+42	0.10000000000121902	1.8544041205675174e+42	4.937652519317849e-07	0.4863
3708	2.401380655996622e+16	2.467303388298496e+16	1294442515419855.2	8.506377263964003	1000.0	200.0	2.0997042702709425e+43	0.10000000000000102	2.0696271578027755e+42	1.4688916764978457e-08	0.3677784
3053	2.5081776504132644e+16	2.466543252491985e+16	1755194710121995.5	8.013181751123604	1000.0	200.0	1.826944078024411e+43	0.10000000000005618	2.79984979508627e+42	1.060681238144721e-07	0.3330668
4278	2.5133748342410396e+16	2.4738597996055156e+16	1236929899802757.8	9.159744743965698	1000.0	200.0	4.8718918772594784e+42	0.10000000000000037	3.1925949924199013e+41	9.07484861235125e-09	0.406523
2387	2.5194696446145828e+16	2.5358618850738384e+16	1267930942536919.2	10.051441865020536	1000.0	200.0	2.354226001603018e+43	0.09999999999999995	1.1771130008015091e+42	1.0977752513865069e-12	0.3615238
2906	2.5329958971530876e+16	2.700909844909449e+16	2198239796824066.5	13.195159497904587	3000.0	2000.0	3.2572113869058567e+43	0.09999999999999999	1.6286056934529285e+42	8.278299893423275e-13	0.2638035
4838	2.5366678516256144e+16	2.5284661297093244e+16	1264233064854662.2	11.455836367384345	1000.0	200.0	1.2902408481515617e+43	0.10000000000000084	8.398643083309657e+41	1.2854786877409393e-08	0.3515754
4276	2.565728514647673e+16	2.3635338679758616e+16	3335676582064542.5	9.441648781085608	2000.0	500.0	3.923720702719323e+42	0.10022627838574319	2.9092846257562533e+41	0.006723427343311495	0.3038754
3799	2.5823605027239492e+16	2.5781105241311196e+16	1289055262065559.8	6.862088289691475	1000.0	200.0	8.235134207485527e+42	0.0999999999999999	4.117567103742764e+41	2.6253057839255426e-10	0.1491951
4467	2.631268530611353e+16	2.598193975917092e+16	1299096987958546.0	8.41815854010016	1000.0	200.0	5.103897484549531e+42	0.10000000000000561	3.5786965471599105e+41	3.337500486128917e-08	0.4175417
2753	2.6555881587172804e+16	2.554055900114768e+16	4101582385880895.0	9.348129970793353	2000.0	500.0	4.1310919428681575e+42	0.10000568866895344	3.4501882229675857e+41	0.001066630877934442	0.4168555
2873	2.689157780062999e+16	2.3236745098215852e+16	5354395400415149.0	9.438386060148446	2000.0	200.0	1.7624829928590681e+43	0.10011011331599286	3.9170751711167556e+42	0.004691539188295971	0.2031483
521	2.7218831915566136e+16	2.752526894469211e+16	1376263447234605.8	8.852218336745237	1000.0	200.0	6.731910713387517e+42	0.1000000000050627	1.1405380364556622e+42	1.0062513484170194e-06	0.1739652
3763	2.745792235763945e+16	2.75612797911012e+16	1378063989555060.0	9.46807858956663	1000.0	200.0	2.4519594598204934e+43	0.09999999999999999	1.2259797299102468e+42	2.2828060633529205e-14	0.180766
5089	2.749485352149334e+16	2.752231259168813e+16	1376115629584406.5	10.596259380317358	1000.0	200.0	2.4403327049374854e+43	0.09999999999999991	1.2201663524687427e+42	3.706040542438371e-11	0.25263
2960	2.7954078622225344e+16	2.9946338380547816e+16	1511911999213599.0	8.111107367722441	1000.0	200.0	7.934787583884584e+42	0.10000000103200797	2.066771335833677e+42	1.4366683525479572e-05	0.2704132
3029	2.8766822689768056e+16	2.8034755366700852e+16	1401737768335042.8	6.860690441969207	1000.0	200.0	5.701469845075637e+42	0.10000000000000002	4.8654270956647906e+41	3.6923204540873345e-12	0.2453678
4630	2.9192549340896556e+16	2.874522858981692e+16	9207666609175746.0	18.01553963258262	3000.0	2000.0	2.836851951542881e+43	0.10000000000000002	2.7999063468917956e+42	2.8632982111563995e-10	0.5741829
3626	2.930090404481334e+16	3.609207937935041e+16	1.316530277403706e+16	9.212354959758732	2000.0	500.0	4.5700347847819415e+42	0.10003383499210085	4.751110811174927e+41	0.002601125451313869	0.3627873
4898	2.9413100241820676e+16	3.0038394698862644e+16	1756820054109054.8	9.547145824084522	1000.0	200.0	6.571742879565346e+42	0.10000001556212287	5.288004131908511e+41	5.57891060520382e-05	0.2813012
4174	2.9498846864742828e+16	2.9673974847147096e+16	1727672238428825.8	16.141795461135196	5000.0	7000.0	3.1774943949581123e+43	0.1	1.588747197479056e+42	2.1049001122751688e-10	0.5231792
5031	3.0022226798964216e+16	2.9747233092587424e+16	1487361654629371.2	8.65960095650361	1000.0	200.0	5.847392159080734e+42	0.10000000000000124	4.1776594577517646e+41	1.5969879925785354e-08	0.3660031
2935	3.0310042313833692e+16	3.05450604294975e+16	1527253021474875.0	14.302777356893248	1000.0	200.0	2.998031811954631e+43	0.1	1.4990159059773155e+42	4.632709253223049e-13	0.4470657
4758	3.047305560660024e+16	3.1394065956991336e+16	1569703297849567.0	10.804411392049891	1000.0	200.0	2.907678647148482e+43	0.09999999999999996	1.4538393235742413e+42	4.5189195723719934e-13	0.3884065
3305	3.05008184483921e+16	2.696836718861875e+16	4021441453039428.5	13.431157859612457	1000.0	200.0	2.443393795166616e+43	0.09999999999999999	2.8969524815179956e+42	5.499736849527091e-12	0.4583091
4060	3.072924928260667e+16	3.4420798235980504e+16	6162772715409982.0	13.888214261774634	1000.0	200.0	3.0789934943454206e+43	0.09999999999999999	1.5394967471727105e+42	5.414836395573509e-12	0.5230534
3628	3.0908679060496604e+16	3.1751880091040544e+16	2306584063869059.0	10.878494161152732	1000.0	200.0	2.5794202520006894e+43	0.1	2.5151642435118422e+42	7.75267727599618e-11	0.4483
4290	3.1092871382169972e+16	3.1603570241822076e+16	1580178512091104.0	7.87842451821106	1000.0	200.0	1.8224157188961994e+43	0.0999999999999998	1.0538568837454485e+42	1.7809968945569297e-09	0.3428586
2673	3.1257046611472228e+16	3.569172413921767e+16	5519269507445499.0	8.270152442503203	1000.0	200.0	1.800675990404294e+43	0.10000000004084338	1.3279036493394934e+42	2.8580905900578292e-06	0.4239
4437	3.179214124926759e+16	3.3851503278729296e+16	6118627067957724.0	9.281176506940623	1000.0	200.0	7.409729420466585e+42	0.10000037003182495	1.2664752568317856e+42	0.00027204085737612206	0.3128871
